track_id,track_name,artist,album,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,decade
1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads",John Denver,"Poems, Prayers and Promises",0.758,0.462,0.395,9,-9.376,1,0.0264,0,0.121,0.625,82.259,190160,4,1970
39Bd345OWEhRNyfayhp9gv,Just My Imagination (Running Away With Me),The Temptations,Sky's The Limit,0.88,0.425,0.242,0,-15.424,1,0.0267,0.0118,0.195,0.477,92.472,228160,4,1970
5eieTS268veCXyZoLoy7eP,Knock Three Times,Tony Orlando & Dawn,Candida,0.158,0.774,0.58,1,-10.08,1,0.0512,0,0.0458,0.923,123.127,176704,4,1970
0SxFyA4FqmEQqZVuAlg8lf,The First Time Ever I Saw Your Face,Roberta Flack,First Take,0.731,0.311,0.0264,0,-21.644,1,0.037,0.00205,0.156,0.139,120.653,260666,4,1970
6vuEG9sZtC4W2zT64f7zLF,Alone Again (Naturally),Gilbert O'Sullivan,Back to Front,0.583,0.558,0.464,8,-8.488,0,0.0354,0.000133,0.159,0.559,171.762,217729,4,1970
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,American Pie,0.699,0.531,0.481,4,-11.709,0,0.06,0,0.0842,0.491,138.45,516893,4,1970
6MrILERJLA3Jcq0E9poZsp,Without You,Harry Nilsson,Nilsson Schmilsson,0.612,0.392,0.185,4,-15.472,1,0.0285,2.89E-06,0.0695,0.145,64.933,201000,4,1970
5X3XrHlCFVGqNKpGp85xVC,The Candy Man,Sammy Davis Jr.,That Old Black Magic,0.681,0.634,0.56,0,-10.883,1,0.037,0,0.367,0.88,131.641,188227,4,1970
3t5caUWBhKDgy1ypsxRcg4,I GOTCHA,Joe Tex,"The Very Best of, Volume 2.",0.182,0.84,0.856,8,-11.277,1,0.328,0.000297,0.306,0.763,93.41,148813,4,1970
3M8FzayQWtkvOhqMn2V4T2,Lean on Me,Bill Withers,Still Bill,0.782,0.619,0.22,0,-13.843,1,0.0667,1.19E-05,0.124,0.423,75.16,258835,4,1970
4z51Gf7Ppt9Lmu5zmnUIz9,Baby Don't Get Hooked on Me,Mac Davis,Baby Don't Get Hooked On Me,0.26,0.495,0.307,9,-18.168,1,0.0403,5.21E-05,0.103,0.802,80.97,183933,4,1970
3tm6LVXZJg0lG4hQm5ytrT,Brand New Key,Melanie,Beautiful People: The Greatest Hits of Melanie,0.817,0.667,0.412,1,-7.544,1,0.0353,0,0.107,0.82,83.816,144867,4,1970
3QCATKyR7mzqvQB750qNxs,Daddy Don't You Walk So Fast,Wayne Newton,The Best Of Wayne Newton,0.826,0.541,0.305,5,-14.475,1,0.0385,2.29E-06,0.148,0.515,146.596,206333,4,1970
12UzVR0M7asW2MHAZRJk0I,Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - Digitally Remastered 1998,Tony Orlando & Dawn,Tuneweaving,0.283,0.559,0.615,5,-12.27,1,0.0473,0,0.0957,0.68,87.601,206253,4,1970
1O0xeZrBDbq7HPREdmYUYK,"Bad, Bad Leroy Brown",Jim Croce,Life & Times,0.706,0.697,0.676,7,-10.742,1,0.0402,0,0.0824,0.852,148.072,182240,4,1970
3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly with His Song,Roberta Flack,Killing Me Softly,0.727,0.477,0.381,5,-10.237,0,0.0342,0,0.0615,0.329,121.568,286920,4,1970
0jHkgTtTaqg5LNCiYDQPUB,Let's Get It On,Marvin Gaye,Let's Get It On,0.0392,0.55,0.611,3,-10.657,1,0.0443,0,0.0631,0.626,168.512,290960,4,1970
0Oj0TT23GBH2XuHAaSsloH,My Love - 2018 Remaster,Wings,Red Rose Speedway,0.431,0.41,0.361,5,-14.061,1,0.0351,0.000174,0.0779,0.134,120,247733,4,1970
6uMKkOEkPJRumFvAzo5nr9,Why Me,Kris Kristofferson,Jesus Was a Capricorn,0.64,0.426,0.132,7,-16.651,1,0.026,0,0.262,0.307,81.642,206960,3,1970
6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,0.0263,0.621,0.8,4,-7.284,0,0.0344,1.51E-05,0.0591,0.968,149.91,235440,4,1970
5YLVhkyMsAuYKOKihHJo21,Will It Go Round In Circles,Billy Preston,Ultimate Collection: Billy Preston,0.284,0.677,0.871,1,-7.997,1,0.0281,3.02E-05,0.405,0.898,98.446,268893,4,1970
2DnJjbjNTV9Nd5NOa1KGba,You're so Vain,Carly Simon,No Secrets,0.157,0.659,0.678,0,-8.18,1,0.0313,6.69E-06,0.0784,0.647,106.186,258411,4,1970
4sIkDCqNjTubfb5UVs8lEA,Touch Me In The Morning,Diana Ross,Touch Me In The Morning,0.454,0.355,0.615,6,-7.21,1,0.0314,0,0.0477,0.603,137.19,207413,4,1970
1vZTgn4JXWMahR8r99ug5H,The Way We Were,Barbra Streisand,The Way We Were,0.885,0.264,0.32,9,-11.716,1,0.0325,0.00141,0.134,0.171,138.108,211093,3,1970
0X3d9gx7UDYgcwwkgTeNLR,Seasons in the Sun,Various Artists,Radio Hits Of the '70s,0.777,0.678,0.611,6,-8.306,1,0.0506,0,0.175,0.821,98.949,209347,4,1970
5csdrJ0JtFn0qvwlvSh2EI,Love's Theme,The Love Unlimited Orchestra,Rhapsody In White (Reissue),0.000835,0.496,0.563,4,-12.129,0,0.0337,0.804,0.373,0.723,97.136,246267,4,1970
7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love - Single Version,Redbone,Come and Get Your Love,0.172,0.731,0.804,11,-7.621,0,0.0473,0.00028,0.0685,0.957,107.383,205933,4,1970
0xqb2Euq1PAxKHBA36NUnx,Dancing Machine,The Jackson 5,Dancing Machine,0.133,0.776,0.794,6,-7.722,1,0.0723,2.35E-05,0.689,0.845,109.277,161813,4,1970
6saMwrHYHbgSm8WiAbH5RV,The Loco-Motion,Grand Funk Railroad,Greatest Hits: Grand Funk Railroad (Remastered),0.371,0.483,0.95,0,-4.263,1,0.179,0,0.488,0.279,124.694,166813,4,1970
6B9tR2OEurD4FsZM5btj3X,TSOP (The Sound of Philadelphia) (feat. The Three Degrees),MFSB,End of Phase I - A Collection of Greatest Hits,0.0739,0.723,0.853,0,-8.296,1,0.0295,0.226,0.0979,0.965,114.268,212107,4,1970
2UNfMwF1yY6wSKQUIOOjFh,The Streak,Ray Stevens,Greatest Hits - Original Recordings,0.647,0.685,0.521,0,-14.33,1,0.295,0,0.918,0.791,119.813,197733,4,1970
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road (Remastered),0.259,0.665,0.673,0,-7.95,1,0.0493,7.62E-06,0.497,0.779,132.642,322549,4,1970
7Eq6uD4xcTs4Ddmyv6Ttjs,One Hell Of A Woman,Mac Davis,Stop And Smell The Roses,0.344,0.634,0.428,9,-16.536,1,0.0471,0.00253,0.0997,0.61,120.161,171960,4,1970
4pCNJwixy2ImFncaPY2yE2,Love Will Keep Us Together,Captain & Tennille,Love Will Keep Us Together,0.354,0.621,0.788,4,-4.326,1,0.0314,0,0.305,0.926,129.62,205493,4,1970
0VwTeYNjcl30DyQlt3GPe0,Rhinestone Cowboy,Glen Campbell,Rhinestone Cowboy (Expanded Edition),0.102,0.644,0.633,0,-8.006,1,0.0261,6.82E-05,0.227,0.647,115.193,194453,4,1970
2hl9ONQ7YGgZGYx0OSHvIq,Philadelphia Freedom,Elton John,Captain Fantastic And The Brown Dirt Cowboy,0.0444,0.712,0.681,0,-6.351,0,0.0294,0.000235,0.0592,0.809,125.497,324573,4,1970
2SVW5774QbmEjWfbHOEnz3,Before The Next Teardrop Falls,Freddy Fender,Before The Next Teardrop Falls,0.892,0.778,0.307,10,-9.356,1,0.0341,0.000287,0.0985,0.699,92.299,149952,4,1970
2yDQVcj26tpi9IUJhw9xDs,My Eyes Adored You,Frankie Valli,Closeup,0.238,0.461,0.499,11,-10.443,0,0.0316,0,0.135,0.387,137.687,212013,4,1970
0RgcOUQg4qYAEt9RIdf3oB,Shining Star,"Earth, Wind & Fire",That's The Way Of The World,0.668,0.676,0.692,9,-13.093,1,0.052,0.00915,0.13,0.799,102.516,170160,4,1970
1PehfITh0TTRx3LkDdV4h3,Fame - 2016 Remaster,David Bowie,Young Americans (2016 Remaster),0.454,0.786,0.555,10,-10.276,1,0.0471,0.0173,0.0826,0.673,95.1,261373,4,1970
2ozTcQyZQmm9tSmc4VZfwU,Laughter In The Rain,Neil Sedaka,The Definitive Collection,0.348,0.495,0.613,5,-9.463,1,0.0239,0.0058,0.0406,0.924,100.535,170067,4,1970
608xszaAxVh4m7NcKJiAbF,One of These Nights - 2013 Remaster,Eagles,One of These Nights (2013 Remaster),0.0603,0.655,0.606,7,-10.385,1,0.0285,0.0789,0.0757,0.765,110.061,291686,4,1970
69HICMmc6nNLucAx3aJX9M,Thank God I'm a Country Boy,John Denver,Back Home Again,0.785,0.762,0.537,9,-9.58,1,0.0478,0.000669,0.0551,0.958,105.603,193093,4,1970
3uiMBldZ07pW0ySHDX5gzE,Silly Love Songs - Remastered 2014,Wings,Wings At The Speed Of Sound (Archive Collection),0.134,0.742,0.471,0,-10.767,1,0.0326,0.0903,0.284,0.815,124.95,354240,4,1970
5pKJtX4wBeby9qIfFhyOJj,Don't Go Breaking My Heart,Elton John,To Be Continued...,0.177,0.742,0.863,5,-7.823,1,0.038,5.59E-06,0.0699,0.776,131.193,271133,4,1970
1tMyqN7bNCokdg7jWgKPc8,Disco Lady,Johnnie Taylor,Eargasm,0.0568,0.719,0.79,2,-8.002,1,0.0521,0,0.0573,0.846,103.751,267067,4,1970
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,0.0588,0.737,0.495,1,-13.489,1,0.027,9.12E-06,0.0542,0.967,104.409,197147,4,1970
5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry,Wild Cherry,0.0435,0.814,0.672,9,-12.068,1,0.0619,0,0.061,0.933,109.394,300000,4,1970
0rHiGIRASJq8snJGFJMpnI,Kiss and Say Goodbye,The Manhattans,The Manhattans (Expanded Version),0.555,0.645,0.42,10,-10.09,1,0.0624,0,0.125,0.583,129.084,266733,4,1970
2j4k2Q2SGEijVhTv8pycv2,Love Machine,The Miracles,City Of Angels,0.165,0.739,0.984,7,-4.52,0,0.0829,0.000287,0.0294,0.721,144.877,415133,4,1970
6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,0.166,0.815,0.372,7,-12.814,1,0.0752,0.000116,0.0767,0.293,101.684,217347,4,1970
5vVuiXoHyRGxJeCaHUpgae,Love Is Alive,Gary Wright,The Dream Weaver,0.0614,0.77,0.553,10,-13.632,1,0.0268,0.00106,0.103,0.904,98.346,230107,4,1970
1hR3TNe1neCWRQatSVOFfX,A Fifth Of Beethoven,Various Artists,Saturday Night Fever (The Original Movie Soundtrack Deluxe Edition),0.316,0.688,0.506,0,-13.311,0,0.0408,0.69,0.0611,0.784,108.753,182533,4,1970
10LRRKPmx8uHcSxLVWK0ct,Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,A Night on the Town (Deluxe Edition),0.336,0.55,0.514,11,-12.617,1,0.0523,0.125,0.382,0.724,136.542,237120,3,1970
5EdlwzcgIAYs2HGvOnczPN,I Just Want To Be Your Everything,Andy Gibb,Flowing Rivers,0.167,0.651,0.648,9,-7.44,1,0.0346,1.70E-05,0.192,0.868,97.017,225667,4,1970
2M2WJ7gBlcKNxdhyfPp9zY,Best of My Love,The Emotions,Rejoice,0.447,0.784,0.713,0,-6.865,1,0.0339,0.14,0.0904,0.97,115.443,220560,4,1970
2IcqY68BxP1ONPi3ME6aje,"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,A Star Is Born,0.932,0.335,0.303,9,-10.943,1,0.0315,0.0271,0.0907,0.186,114.224,184800,4,1970
1X7deB82EPo7pLcMdVU6n8,Angel in Your Arms - Single Version,Various Artists,Hit Singles 1958-1977,0.647,0.622,0.388,6,-14.041,1,0.0873,0,0.545,0.746,81.115,175547,4,1970
5QMzJ1D9r2hxp0LGWPUtVv,I Like Dreamin',Kenny Nolan,All-Time Greatest Performances,0.47,0.391,0.503,6,-11.629,1,0.0337,2.76E-05,0.0667,0.463,136.963,212067,4,1970
2rBBhFXtuMoGuwYTSDpAdF,Don't Leave Me This Way,Thelma Houston,The Best Of,0.153,0.553,0.839,0,-5.844,0,0.116,6.00E-05,0.13,0.673,121.819,217733,4,1970
39iKJpLPhsDTOzH2lXliWF,(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,Anytime... Anywhere,0.0575,0.656,0.646,10,-9.169,0,0.0336,0.00464,0.16,0.75,117.586,241720,4,1970
1omEzCL4mFTnQgbYW9bLHt,Undercover Angel,Various Artists,Yacht Rock,0.321,0.672,0.527,5,-9.94,1,0.0374,0,0.0756,0.797,103.122,217440,4,1970
0uSrLvAGZPVkO2DgCj6DfC,Torn Between Two Lovers,Mary MacGregor,Just Mary,0.898,0.551,0.479,10,-9.2,1,0.0301,0.0901,0.148,0.577,130.248,231732,4,1970
3unwRUV5qbjMmH3NJtaODy,Shadow Dancing,Andy Gibb,Shadow Dancing,0.15,0.74,0.598,7,-9.658,0,0.0321,0,0.0664,0.952,101.933,276000,4,1970
5KgbyD2lQQlIupAaPjgiXg,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Greatest,0.0266,0.733,0.795,1,-7.224,0,0.0249,0.000948,0.083,0.892,109.122,212253,4,1970
3dFR132gzO8jxD57R2gid3,You Light Up My Life,Debby Boone,You Light Up My Life,0.831,0.333,0.367,2,-10.06,1,0.0291,1.19E-05,0.262,0.0685,77.986,216287,3,1970
7qK3JFriCqLorQivsJYG2X,Stayin Alive,Bee Gees,The Ultimate Bee Gees,0.0328,0.703,0.831,10,-7.225,0,0.0349,0.00839,0.218,0.949,103.573,283147,4,1970
3FGcQkWQlkeB82RdZwlw8V,Kiss You All Over,Exile,Greatest Hits,0.253,0.741,0.267,0,-17.204,1,0.0285,0.000447,0.0987,0.497,102.428,214400,4,1970
2JoZzpdeP2G6Csfdq5aLXP,How Deep Is Your Love,Bee Gees,Greatest,0.105,0.633,0.357,5,-9.366,0,0.0264,0,0.133,0.674,104.938,245200,4,1970
2eRYuzlSOBk3HlMsCSOLPJ,Baby Come Back,Groove Armada,Late Night Tales: Music For Pleasure,0.0713,0.645,0.604,5,-9.904,0,0.118,0,0.129,0.545,156.436,214373,4,1970
5WdF8jm3hBNi1t9qlqdjsE,(Love Is) Thicker Than Water,Andy Gibb,Flowing Rivers,0.137,0.582,0.462,6,-9.882,0,0.0254,4.98E-05,0.0755,0.528,96.361,255960,4,1970
0y0QpmcF1G3F79rjk3fjUx,Boogie Oogie Oogie - Single Version 2 / Remastered 1999,A Taste Of Honey,A Taste Of Honey,0.0991,0.835,0.522,2,-10.828,0,0.0916,0.00184,0.111,0.91,123.934,338133,4,1970
4ztwMHfPZhPoruZdBbgriM,Three Times A Lady,Commodores,All The Great Love Songs,0.874,0.39,0.0803,8,-20.518,1,0.0306,0.000639,0.127,0.184,150.503,217427,3,1970
1HOMkjp0nHMaTnfAkslCQj,My Sharona,The Knack,Get The Knack,0.0589,0.586,0.7,0,-9.558,1,0.0363,0.00125,0.0318,0.897,147.245,295400,4,1970
1ibRqifchaAfeNdQGpbRVW,Bad Girls,Donna Summer,Bad Girls,0.00387,0.857,0.7,2,-14.506,0,0.0358,0.0164,0.411,0.973,120.529,295107,4,1970
3ClOMebBxeNTYCOfTH24YJ,Le Freak - 2018 Remaster,CHIC,The Chic Organization 1977-1979 (2018 Remaster),0.0258,0.91,0.641,7,-11.316,1,0.0589,6.42E-05,0.0642,0.903,118.533,331360,4,1970
3wsPg2KrRYZFi0inIFa41x,Do Ya Think I'm Sexy,Rod Stewart,Do Ya Think I'm Sexy? / Scarred and Scared,0.0107,0.716,0.465,2,-15.205,0,0.0307,0.000667,0.099,0.877,112.087,325813,4,1970
7wbPfd2mXbStoZZSnHNd2V,Reunited,Peaches & Herb,2 Hot!,0.857,0.561,0.501,5,-9.544,0,0.0266,0.0106,0.135,0.339,75.68,345240,4,1970
7cv28LXcjAC3GsXbUvXKbX,I Will Survive - Single Version,Gloria Gaynor,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,0.0131,0.777,0.725,0,-8.681,1,0.05,0.00805,0.246,0.529,116.669,198066,4,1970
2zMJN9JvDlvGP4jB03l1Bz,Hot Stuff,Donna Summer,Bad Girls,0.00559,0.823,0.743,0,-13.98,1,0.0316,0.0306,0.0707,0.966,120.471,314760,4,1970
4YOJFyjqh8eAcbKFfv88mV,Y.M.C.A.,Village People,Cruisin',0.0278,0.75,0.785,6,-10.926,1,0.0591,0,0.0601,0.752,126.361,286667,4,1970
3hJQ0Bzblzx7JY5rKPvap0,Physical (Glee Cast Version) (feat. Olivia Newton-John),Glee Cast,"Glee: The Music, Volume 3 Showstoppers",0.0236,0.789,0.698,0,-5.837,1,0.0467,0,0.0959,0.416,123.849,198907,4,1980
5nNpVC9AC6DWgrT5RX0e0b,Hopelessly Devoted To You,Olivia Newton-John,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,0.313,0.574,0.514,11,-8.02,0,0.028,0.00362,0.274,0.352,111.005,186000,3,1980
56BSwBKWHYldQOgYLHiehs,Magic,Various Artists,Xanadu,0.0178,0.697,0.611,2,-5.997,1,0.0265,8.92E-05,0.11,0.603,103.77,271667,4,1980
7hC5ldHtZLbjNERkRFFcqp,Heart Attack,Olivia Newton-John,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,0.193,0.76,0.536,7,-9.943,1,0.0716,0.00384,0.0944,0.956,76.859,186400,4,1980
0odIT9B9BvOCnXfS0e4lB5,Bette Davis Eyes,Kim Carnes,Mistaken Identity,0.0204,0.675,0.649,5,-10.271,1,0.0319,0,0.0959,0.596,116.624,228000,4,1980
4lxURgzko5Jizais6YqF3p,Endless Love,Various Artists,Endless Love (Soundtrack),0.597,0.479,0.293,10,-11.562,1,0.0249,0.00208,0.144,0.175,93.645,266360,4,1980
2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,Survivor,Eye Of The Tiger,0.216,0.815,0.438,0,-14.522,0,0.0346,0.000466,0.0787,0.552,108.965,243773,4,1980
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,Synchronicity (Remastered 2003),0.543,0.82,0.452,1,-9.796,1,0.0348,0.00294,0.0714,0.74,117.401,253920,4,1980
0aAR5HogGoT68EWFbyRFqx,What A Feeling,Irene Cara,What A Feeling,0.382,0.532,0.729,10,-6.84,1,0.0474,0,0.366,0.595,121.97,244533,4,1980
57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),0.112,0.933,0.528,5,-6.472,0,0.162,0.329,0.163,0.756,109.975,214653,4,1980
1db0gbTSKdRQum8VlbNkiO,Say Say Say - Remastered 2015,Paul McCartney,Pipes Of Peace,0.115,0.822,0.686,10,-10.456,0,0.0472,0.000982,0.0463,0.828,117.743,235693,4,1980
6wzbWsPbfIR0nBjSqdbV7m,Call Me (Theme From American Gigolo) - Remastered 2001,Blondie,Autoamerican,0.0168,0.594,0.799,2,-7.938,1,0.0295,0.00231,0.085,0.672,143.047,486933,4,1980
5kVkKUQQIMVySlDkGw5MvF,Lady,Kenny Rogers,Very Best Of Kenny Rogers,0.755,0.357,0.263,3,-13.657,0,0.0307,0.000171,0.138,0.26,135.36,234533,4,1980
45tseiRk0tNNZwkejJGwJn,Centerfold,The J. Geils Band,Best Of The J. Geils Band,0.236,0.677,0.863,0,-5.649,1,0.0433,0,0.258,0.875,114.328,218027,4,1980
3zx23Q4bcTPOHzrQLMKjsj,(Just Like) Starting Over - Remastered 2010,John Lennon,Gimme Some Truth,0.313,0.681,0.709,9,-8.542,1,0.0878,5.45E-05,0.308,0.412,99.14,238000,4,1980
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),0.326,0.535,0.716,4,-5.025,1,0.0431,0,0.659,0.901,94.379,175173,4,1980
1h3bcnnIm72UnemGIfm0iZ,Ebony And Ivory,Paul McCartney,All The Best,0.152,0.639,0.458,4,-15.138,1,0.0343,0,0.168,0.805,80.692,220773,4,1980
1cOj24fUMnBSXhtp7waHVW,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Dionne Warwick,Greatest Hits 1979-1990,0.294,0.673,0.286,8,-14.643,1,0.0313,0,0.086,0.199,120.117,256467,4,1980
3pbtBomO4Zt5gGiqsYeiBH,Upside Down,Diana Ross,Diana,0.179,0.873,0.855,5,-8.559,0,0.0615,0.0285,0.0377,0.884,107.868,245600,4,1980
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,0.0236,0.92,0.654,11,-3.051,0,0.0401,0.0158,0.0359,0.847,117.046,293827,4,1980
2E2ZVy2fxslpAUgbb4zu84,Abracadabra,Steve Miller Band,Abracadabra,0.0749,0.791,0.535,9,-13.261,0,0.0355,1.96E-06,0.156,0.963,127.488,308373,4,1980
17CPezzLWzvGfpZW6X8XT0,"Say You, Say Me",Lionel Richie,Dancing On The Ceiling,0.355,0.636,0.405,8,-11.113,1,0.0287,0,0.0804,0.257,128.068,241067,4,1980
2Wb9ejnmy27DUTUe9YF5Ew,All Night Long (All Night) - Single Version,Lionel Richie,The Definitive Collection,0.122,0.739,0.576,1,-12.024,1,0.0472,0.00206,0.0482,0.78,108.81,260427,4,1980
1i0YgePON0GvKLpp5wdkNL,Waiting for a Girl Like You,Various Artists,Yacht Rock,0.375,0.306,0.438,10,-10.419,0,0.0376,2.28E-06,0.0498,0.491,202.336,289200,4,1980
67eX1ovaHyVPUinMHeUtIM,Hurts So Good,John Mellencamp,American Fool,0.042,0.785,0.737,9,-5.306,1,0.0363,0.000107,0.108,0.971,125.447,218960,4,1980
1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,Phil Collins,...But Seriously (Deluxe Edition),0.736,0.78,0.565,3,-7.32,0,0.0306,0.00269,0.063,0.365,101.967,322133,4,1980
0m4jVVZrsv0bLkAr1uM6UG,Do That To Me One More Time,Captain & Tennille,Make Your Move,0.563,0.728,0.524,7,-8.227,1,0.0255,0.000131,0.0913,0.51,90.262,256667,4,1980
1ZPlNanZsJSPK5h9YZZFbZ,Like a Virgin,Madonna,Like a Virgin (Reissue),0.202,0.773,0.656,3,-10.88,0,0.0381,0.00323,0.0697,0.971,119.754,218627,4,1980
51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,Prince,Purple Rain,0.0102,0.729,0.989,9,-4.613,0,0.049,4.45E-05,0.443,0.84,126.47,352906,4,1980
7j74lucZ59vqN67Ipe2ZcY,Maneater,Daryl Hall & John Oates,H2O,0.0405,0.724,0.498,11,-13.083,0,0.0423,8.56E-05,0.0761,0.823,88.825,273173,4,1980
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,0.0781,0.694,0.394,0,-15.881,1,0.0428,0.000677,0.247,0.719,104.126,238747,4,1980
0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,Faith,0.0094,0.887,0.48,11,-11.994,1,0.117,3.58E-05,0.0662,0.607,95.846,193200,4,1980
2NpKgRCZfFb8fVmvk16iMx,Crazy Little Thing Called Love,Queen,The Game,0.499,0.627,0.569,0,-13.453,1,0.0421,0,0.147,0.743,76.826,163427,4,1980
45eF0AQGCTgkUJ3FoIYrbe,Total Eclipse of the Heart,Bonnie Tyler,Faster Than The Speed Of Night,0.348,0.439,0.512,8,-12.875,1,0.0515,0,0.154,0.197,131.386,418000,4,1980
2R7858bg0GHuBBxjTyOL7N,Careless Whisper,Wham!,The Final,0.232,0.583,0.545,2,-11.698,0,0.0351,0,0.133,0.8,153.25,302600,4,1980
1Jwc3ODLQxtbnS8M9TflSP,Walk Like an Egyptian,The Bangles,The Essential Bangles,0.00344,0.724,0.891,11,-7.818,1,0.0995,4.66E-05,0.3,0.819,103.022,204707,4,1980
3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,The Human League,Dare!,0.184,0.731,0.738,9,-8.125,0,0.0377,0,0.214,0.958,117.656,236920,4,1980
5RsUlxLto4NZbhJpqJbHfN,Jessie's Girl,Rick Springfield,Working Class Dog,0.164,0.727,0.832,2,-5.851,1,0.05,0,0.105,0.822,131.703,194120,4,1980
1pTGc8pwyo6xtgXBKCBcFn,Woman in Love,Barbra Streisand,Guilty,0.248,0.469,0.278,3,-16.311,0,0.028,0.000126,0.133,0.331,169.735,231840,4,1980
07TnWCHrFkvF61GzJuLVt0,Hard to Say I'm Sorry / Get Away - 2006 Remaster,Chicago,Chicago 16 (Expanded & Remastered),0.056,0.398,0.57,4,-7.068,1,0.034,0.00125,0.0606,0.234,140.974,304213,4,1980
4r5VaK6H1bq0cTGPMTN97Z,Miss You Much,Janet Jackson,Rhythm Nation 1814,0.0305,0.702,0.975,6,-7.968,0,0.0396,0.000134,0.165,0.646,115.185,252333,4,1980
3ZZq9396zv8pcn5GYVhxUi,Down Under,Men At Work,Business As Usual,0.129,0.739,0.459,11,-14.42,0,0.0294,0.0194,0.0474,0.892,107.115,222320,4,1980
127820xcHr50xd4IVE5ReT,We Are the World,Various Artists,We Are the World,0.691,0.503,0.468,4,-10.422,1,0.0519,0,0.433,0.439,145.738,351507,4,1980
43btz2xjMKpcmjkuRsvxyg,Jack & Diane,John Mellencamp,American Fool,0.0365,0.811,0.41,9,-8.214,1,0.0391,6.63E-06,0.0799,0.626,103.965,254493,4,1980
6Fba9RZtC6vTY814JToDtP,Jump,Van Halen,Best of Volume 1,0.0745,0.542,0.822,0,-7.201,1,0.0291,0.00947,0.0645,0.772,130.011,239560,4,1980
4dqEzdFAYkj1rjYLVDuTlN,Islands In the Stream,Dolly Parton,Ultimate Dolly Parton,0.702,0.595,0.473,8,-9.828,1,0.0347,0,0.0725,0.716,204.016,249293,4,1980
4Ku6X72Q815qNd7ChuiDdD,Coming Up - Remastered 2011,Paul McCartney,McCartney II (Special Edition),0.457,0.817,0.767,8,-7.194,1,0.0468,0.0723,0.0606,0.878,128.93,231880,4,1980
5fnOrhQ4KgT5irGCjIccGH,Arthur's Theme (Best That You Can Do),Various Artists,Arthur - The Album [Original Soundtrack],0.169,0.526,0.515,9,-11.169,1,0.0389,0.000816,0.181,0.518,136.543,234493,4,1980
78FHUZRbFDCG6VkRAQdFLm,Broken Wings,Mr. Mister,Welcome To The Real World,0.134,0.286,0.5,1,-14.281,0,0.0357,4.57E-05,0.108,0.443,99.162,343933,4,1980
54b8qPFqYqIndfdxiLApea,Alone,Heart,Bad Animals,0.638,0.418,0.452,1,-13.099,1,0.0356,0.00026,0.0959,0.168,175.088,218733,4,1980
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,REO Speedwagon,Wheels Are Turnin',0.155,0.408,0.48,9,-11.017,1,0.0266,1.82E-05,0.0877,0.19,156.344,294773,4,1980
6Gml48n88YBzYkuosKIXIX,Every Rose Has Its Thorn,Various Artists,Classic Rock,0.277,0.549,0.571,6,-7.104,1,0.0308,5.49E-06,0.362,0.318,140.32,261160,4,1980
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,0.207,0.709,0.824,1,-8.824,1,0.0453,0.000307,0.0888,0.867,118.818,291293,4,1980
