track_id,track_name,artist,album,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,decade
4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,Elvis Presley,Elvis' Golden Records,0.41,0.647,0.582,10,-9.538,0,0.0755,1.93E-06,0.0715,0.915,167.396,146480,4,1950
0BFEyqJ9DJXS7gKg0Kj46R,You Send Me,Sam Cooke,30 Greatest Hits: Portrait of a Legend 1951-1964,0.878,0.553,0.291,4,-10.426,0,0.0301,0,0.129,0.407,96.217,165560,4,1950
5ax1MN2MGW0ZJXquCkpuLM,April Love,Pat Boone,Pat Boone's Greatest Hits (Reissue),0.828,0.388,0.169,8,-14.834,1,0.032,0.0135,0.0812,0.498,91.323,161200,1,1950
4LcrHUkRmXG3c0YD5VYutn,At The Hop,Danny & The Juniors,Rockin' With Danny And The Juniors (Expanded Edition),0.693,0.407,0.826,8,-8.29,1,0.0495,1.57E-05,0.285,0.891,192.21,150867,4,1950
4HVSaFbEwvptCAzLlOr2UZ,Don't,Elvis Presley,Elvis 30 #1 Hits,0.957,0.525,0.0995,2,-12.559,1,0.0273,0.00111,0.12,0.282,67.288,168907,4,1950
5gJKsGij5oGt5H5RSFYXPa,Tequila,The Champs,Greatest Hits / Tequila,0.121,0.671,0.742,5,-9.912,1,0.0441,0.679,0.0601,0.897,89.748,135240,4,1950
3MpGQae6zAFd7Z1FdLV9fV,Twilight Time - Single Version,The Platters,The Flying Platters Around The World,0.747,0.455,0.361,9,-12.562,1,0.0473,0,0.238,0.285,115.854,168293,3,1950
4kovpzSYYoguJxUXQesQ13,Witch Doctor,Halloween All-Stars,Ultimate Kids Halloween Party Album,0.726,0.627,0.624,7,-5.659,1,0.0482,0,0.146,0.897,139.305,145360,4,1950
7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream,The Everly Brothers,The Very Best of The Everly Brothers,0.839,0.534,0.462,4,-8.172,1,0.0266,0,0.129,0.534,96.195,143333,4,1950
0WkZQPNC0c7yrsMX1arVAd,The Purple People Eater,Sheb Wooley,The Purple People Eater,0.823,0.643,0.617,9,-5.006,1,0.0801,0,0.33,0.881,157.748,137960,4,1950
32CVurlBxtEYQlDm3yzCLl,Hard Headed Woman,Elvis Presley,King Creole,0.842,0.61,0.699,0,-8.739,1,0.176,1.85E-06,0.501,0.859,97.924,113480,4,1950
5ayybTSXNwcarDtxQKqvWX,Poor Little Fool - Remastered,Ricky Nelson,Ricky Nelson (Expanded Edition / Remastered),0.648,0.474,0.338,0,-11.528,1,0.0299,0,0.13,0.81,154.596,153933,4,1950
7FGhwWgdgiQpcDahQJ81vX,Nel blu dipinto di blu' (Volare),Various Artists,Italian Hits,0.901,0.504,0.0806,10,-14.16,1,0.0412,0,0.168,0.376,127.972,217574,4,1950
0RzeRUPfCVO8y2u07r8MvI,Little Star,The Elegants,Greatest Doo Wop Masters,0.879,0.337,0.448,9,-11.052,1,0.0338,0,0.118,0.669,72.354,162533,4,1950
2lmPUdIdzlFH64PWJrw6Zb,It's All In The Game,Tommy Edwards,It’s All In The Game: The Best Of Tommy Edwards,0.038,0.384,0.276,3,-13.527,1,0.0295,0,0.309,0.654,105.181,159040,3,1950
1xVOttVNT27FBTD8iHjOfU,It's Only Make Believe,Conway Twitty,Conway Twitty Sings,0.86,0.461,0.466,11,-9.627,1,0.0598,2.76E-05,0.135,0.251,128.537,132027,4,1950
2qLxtO0iaFGI9x19vU3bDI,Tom Dooley,The Kingston Trio,The Kingston Trio,0.806,0.649,0.144,4,-13.986,1,0.0418,4.55E-06,0.105,0.458,125.74,183973,4,1950
1mjZFxuSmWMgDkAcPxTFmM,Theme from a Summer Place,Percy Faith,A Summer Place,0.241,0.337,0.337,0,-14.969,1,0.0309,0.78,0.0452,0.742,186.167,144267,3,1960
7DH5dXVuQaqcKf9oTy9oUN,He'll Have to Go,Jim Reeves,The Essential Jim Reeves,0.909,0.554,0.186,1,-15.846,1,0.0379,0.00144,0.11,0.2,81.181,138640,3,1960
1MA9StLzlFftLbuqOmoWij,Cathy's Clown,The Everly Brothers,The Golden Hits Of The Everly Brothers,0.412,0.498,0.582,7,-8.961,1,0.0339,0,0.372,0.866,119.809,144013,4,1960
1KZOkSr8F7euD1fTdiWPiE,Running Bear,Johnny Preston,Running Bear,0.813,0.771,0.473,5,-8.075,0,0.0459,2.27E-06,0.131,0.825,119.95,157842,4,1960
4PlfgBlKpZZ0LmAR5RgCxT,Teen Angel,Mark Dinning,Teen Angel,0.704,0.447,0.182,0,-9.395,1,0.0367,0,0.142,0.33,95.094,160320,4,1960
3soSRpGOZ3t1GAuUQr3XUY,I'm Sorry,Brenda Lee,Greatest Hits,0.923,0.568,0.302,10,-7.659,1,0.0289,0.0146,0.139,0.338,103.901,155427,3,1960
0kgPOfU1Day0WXILm9Q9ZT,It's Now or Never,Elvis Presley,Elvis Forever: The Best of Elvis Presley,0.521,0.631,0.426,4,-12.617,1,0.0356,0.000258,0.512,0.781,126.156,195800,4,1960
5FlstTJ6lSmn2qyfemHoZi,Handy Man,Jimmy Jones,Handy Man,0.647,0.505,0.683,10,-8.354,1,0.0452,0,0.209,0.852,146.71,124108,4,1960
3fUO5xaBs4B0tfepi7fh7p,Stuck on You,Elvis Presley,The 50 Greatest Hits,0.786,0.669,0.528,7,-11.462,1,0.0381,0.00034,0.123,0.942,131.897,139667,4,1960
4R6LAvOMzkTJcFbSOmmEh9,The Twist,Chubby Checker,Cameo Parkway - The Best Of Chubby Checker (Original Hit Recordings) [International Version],0.202,0.533,0.638,4,-7.13,1,0.0341,0,0.0729,0.937,156.663,153760,4,1960
7fKwfHOMJrSSqajdKIa7Hd,Everybody's Somebody's Fool,Connie Francis,Rock N' Roll Legends (International Version),0.779,0.592,0.693,1,-7.243,1,0.029,1.40E-05,0.182,0.868,84.25,159613,4,1960
6ez6YwlVj3t1dqzs3jGOzo,Wild One,Bobby Rydell,Wild One,0.741,0.613,0.737,7,-4.684,1,0.0447,7.84E-05,0.0485,0.913,147.902,141009,4,1960
0RZxn1grDbKTsBzHTHHLfi,Greenfields,The Brothers Four,The Brothers Four (Originl Album),0.847,0.457,0.181,11,-17.446,0,0.0385,0,0.114,0.379,109.979,183293,1,1960
28V3IT1gGsuak0SvKzpqaU,What In The World’s Come Over You,Jack Scott,What In The World’s Come Over You - 4 Track EP,0.763,0.499,0.211,4,-12.464,1,0.0327,5.95E-06,0.0888,0.486,76.74,167147,4,1960
4i1qdRTAL6dyDuKWZmbwzH,El Paso,Marty Robbins,The Story Of My Life: The Best Of Marty Robbins 1952-1965,0.827,0.645,0.395,2,-12.511,1,0.0349,1.09E-06,0.203,0.657,105.968,261467,3,1960
5N6hnOaGXHcHZxIiMXcsJm,Alley Oop,The Hollywood Argyles,Alley Oop - The Very Best Of,0.775,0.598,0.531,7,-5.907,1,0.0568,0,0.121,0.889,133.497,161733,4,1960
0LTbEzpuUCelZi8VgZ8MUh,My Heart Has A Mind Of Its Own,Connie Francis,The Collection,0.742,0.397,0.576,6,-6.751,1,0.0389,1.67E-06,0.31,0.754,54.282,150933,4,1960
3fOXMRDZo9s34OAfyD1wtv,Sweet Nothin's,Brenda Lee,Classic Brenda Lee - The Universal Masters Collection,0.778,0.785,0.394,5,-11.73,1,0.0576,0.00013,0.137,0.939,125.288,143827,4,1960
4UMmpE4kR6VVthIz4dwsP0,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,0.714,0.804,0.419,3,-10.729,1,0.149,0,0.0486,0.962,123.839,143375,4,1960
0PkBTqRtN25z3oKasWoKlj,Only the Lonely,Roy Orbison,Sings Lonely and Blue,0.377,0.57,0.529,5,-10.769,1,0.028,0.00509,0.203,0.934,123.273,145533,4,1960
0iIjVWXhhx8cTdbu1iGhQn,Where Or When,Dion & The Belmonts,The Best Of Dion & The Belmonts,0.796,0.455,0.254,8,-11.644,1,0.0283,0,0.125,0.467,110.848,157800,3,1960
4WtosLGq96T9gboM0xTkgR,Sixteen Reasons,Connie Stevens,Sixteen Reasons,0.839,0.311,0.389,10,-9.514,1,0.0307,1.35E-05,0.111,0.661,72.558,119066,4,1960
1Gv8dvKmkHVaB1edYvW0Fr,Puppy Love - Remix,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,0.662,0.29,0.408,7,-9.607,1,0.0318,0,0.272,0.542,102.229,164000,3,1960
0CRxGsJrwOMQUuTr4yT5mX,Why,Frankie Avalon,Beach Party,0.762,0.51,0.349,5,-8.677,1,0.0264,0,0.13,0.586,94.267,157520,4,1960
4w8QvjM1Nr344937eMBrgn,"Walk, Don't Run",The Ventures,The Very Best Of The Ventures,0.202,0.423,0.88,5,-7.223,1,0.0319,0.0291,0.299,0.96,155.968,126480,4,1960
391TUcoPonqYykPkSZ5Z9U,Save the Last Dance for Me,The Drifters,Save the Last Dance for Me,0.614,0.54,0.53,4,-10.583,1,0.0361,0,0.198,0.896,143.453,154960,4,1960
6mrrkAbeZ5jyCT9qTm251Q,"Baby, You Got What It Takes",Various Artists,The Cruisin Story 1960,0.636,0.533,0.448,1,-13.774,0,0.177,1.26E-05,0.117,0.877,134.93,195279,4,1960
3ncplTQUYBcxi2cCTiqvKC,Sink the Bismark,Johnny Horton,American Originals,0.68,0.679,0.565,3,-12.405,1,0.0896,2.64E-05,0.0509,0.965,115.432,194400,4,1960
7v1858htfU0srTDwhxeka8,Chain Gang,Sam Cooke,Swing Low,0.73,0.703,0.724,7,-10.818,1,0.0467,0,0.518,0.963,131.821,155173,4,1960
4oIdw7pDWySkJd48DMORwt,Let It Be Me,The Everly Brothers,Greatest and Original Hits,0.833,0.319,0.326,7,-6.255,1,0.0282,4.00E-06,0.475,0.284,90.089,154000,4,1960
41BtDzOBZEVr8ugEpOOmqz,Good Timin,Jimmy Jones,Classic and Collectable - Jimmy Jones - Good Timin',0.689,0.599,0.589,0,-7.727,0,0.197,0.00813,0.145,0.96,145.171,129306,4,1960
3KzgdYUlqV6TOG7JCmx2Wg,Beyond the Sea,Bobby Darin,That's All,0.723,0.521,0.516,2,-7.456,0,0.0369,0,0.257,0.569,136.483,172480,4,1960
5qkdkjXxKp0z8VvMORjUAG,"Go, Jimmy, Go",Jimmy Clanton,"Go, Jimmy, Go",0.76,0.502,0.731,0,-7.413,1,0.0444,0,0.103,0.875,137.36,128888,4,1960
5bhvrqUcsa3SnxhgLNxybU,Night,Jackie Wilson,"A Woman, A Lover, A Friend",0.851,0.222,0.383,3,-9.673,1,0.0326,0.00295,0.135,0.325,101.473,174720,4,1960
4BJbyLI3wpetPc07IVl2de,Burning Bridges,Jack Scott,Burning Bridges,0.804,0.448,0.288,9,-13.047,1,0.0246,0.000176,0.287,0.255,82.656,162333,4,1960
0QxwQkCU0CjNU86C85wmOz,The Big Hurt,Toni Fisher,The Big Hurt!,0.875,0.511,0.524,1,-14.652,1,0.0395,0,0.122,0.284,127.444,129106,4,1960
7ph9KLEqfHQrft1veyukXy,Because They’re Young,Duane Eddy,Twangy Guitar,0.514,0.678,0.777,4,-7.437,1,0.0332,0.886,0.096,0.965,120.568,124507,4,1960
0R9RcxbMmx4Q58IDFaKDJz,Lonely Blue Boy,Conway Twitty,Here's Conway,0.694,0.656,0.439,5,-9.489,1,0.0363,1.56E-06,0.117,0.671,112.851,136438,3,1960
3rTAKatfE5UsckZvWBrekL,Pretty Blue Eyes,Steve Lawrence,Greatest Hits: Steve Lawrence,0.493,0.48,0.518,5,-11.883,1,0.0312,0,0.366,0.898,126.399,114473,4,1960
3o9LfDxxxtcNwL2PXLavb7,Way Down Yonder In New Orleans,Freddy Cannon,The A-Z Collection: Freddy Cannon,0.762,0.453,0.672,8,-8.425,1,0.0469,0,0.321,0.814,142.81,153360,4,1960
5ifnGDKbZRpxx7xWHwgosN,Paper Roses,Anita Bryant,Hear Anita Bryant in Your Home Tonight,0.873,0.274,0.237,7,-11.636,1,0.0314,0,0.16,0.275,116.018,169509,4,1960
32z32gEn14FHJJ2lZP4xLS,Mr. Custer,Larry Verne,Mister Larry Verne,0.627,0.83,0.228,1,-14.219,1,0.0792,0.00189,0.151,0.0613,107.862,185213,4,1960
2Y9AXrqaI1FHbIJFGXL54c,I Want to Be Wanted,Brenda Lee,"Ultimate Collection, Vol. 1",0.627,0.45,0.465,8,-5.12,1,0.0271,0,0.123,0.448,107.578,182627,3,1960
66MsOhuFLxMyhtoJJ6dojp,Mule Skinner Blues,The Fendermen,Mule Skinner Blues,0.793,0.519,0.494,4,-7.854,1,0.0409,1.56E-05,0.178,0.683,127.716,142267,4,1960
24yDQWnPh85du5UBWTGIKL,Cradle Of Love,Johnny Preston,Above The Clouds,0.286,0.593,0.589,6,-6.727,0,0.0531,0.0125,0.0863,0.804,87.703,140200,4,1960
1s4Zrfm5IL2nwtC9uJWwIQ,You've Got What It Takes,Marv Johnson,Marvelous Marv Johnson,0.643,0.671,0.635,7,-8.825,1,0.0866,0,0.426,0.964,136.727,171677,4,1960
0dc0eU5THc1uE0Q0KV73XN,"Please Help Me, I'm Falling",Hank Locklin,RCA Country Legends,0.828,0.552,0.336,7,-10.712,1,0.0311,0,0.324,0.553,105.479,141467,4,1960
2TjfpzoOp8Ruc23G1iZ5Kv,Love You So,Ron Holden,Love You So..,0.837,0.446,0.399,3,-6.531,1,0.0519,7.37E-06,0.0982,0.56,88.805,207840,3,1960
0cJdSg34dnUSxSyFjBf703,Finger Poppin' Time,Hank Ballard & The Midnighters,All 20 Of Their Chart Hits 1953-1962,0.112,0.491,0.591,0,-13.492,1,0.0363,0.00564,0.19,0.686,78.009,111827,4,1960
5mtEjqOsssQ7kwH8uxNKO9,Harbor Lights,The Platters,The Best Of The Platters,0.892,0.246,0.283,10,-16.806,0,0.0349,0.0062,0.0993,0.244,83.178,187667,4,1960
05vJ7T5PZFNCyTVULUaPI6,Let the Little Girl Dance,Billy Bland,The Original Hit Recording - Let the Little Girl Dance,0.255,0.585,0.527,5,-9.551,1,0.0716,0,0.361,0.965,143.418,143099,4,1960
1W3kOvOTfSRJgrAgeoUczq,He'll Have to Stay,Jeanne Black,A Little Bit Lonely,0.984,0.45,0.0843,10,-15.315,1,0.0406,7.58E-05,0.133,0.36,81.869,159609,3,1960
37UxQONhYhMJ2F9SX9fhHW,"Theme From ""The Apartment""",Ferrante & Teicher,All-Time Great Movie Themes,0.884,0.383,0.275,5,-14.572,1,0.0277,0.941,0.146,0.12,95.783,181667,4,1960
1xkEYEogekBKpwHPnWIDcW,Volare,Bobby Rydell,Home in Your Arms,0.564,0.506,0.661,9,-6.377,0,0.0333,0,0.0773,0.863,129.615,147547,4,1960
7iHwz8MeLAgoeCqnYvApgI,A Million to One,Jimmy Charles,A Million to One,0.731,0.394,0.317,10,-10.749,1,0.0284,0,0.17,0.423,102.738,158433,3,1960
0auYEFI8nx7NxH7gNWb8Ri,The Village of St. Bernadette,Andy Williams,Happy Heart: The Best Of Andy Williams,0.952,0.278,0.198,8,-11.248,1,0.029,8.82E-06,0.293,0.24,86.667,199547,3,1960
0gssZyDIxrn2CsokEML0xq,The Old Lamplighter,The Browns,The Complete Pop & Country Hits,0.977,0.604,0.105,2,-16.78,1,0.0357,0,0.0993,0.553,92.238,141120,4,1960
3fGFvMNkKDw7ZRB7IKnOOQ,White Silver Sands,Bill Blacks Combo,White Silver Sands,0.522,0.868,0.481,0,-13.239,1,0.0432,0.393,0.0727,0.963,116.66,159843,4,1960
1PhDGZS2NBPrNsJHmvZuHM,Devil Or Angel,Bobby Vee,Essential,0.857,0.373,0.25,5,-13.995,1,0.0463,0,0.151,0.518,135.937,139440,4,1960
3kpuidZaDOsLP3YgFi8sxu,Down By the Station,The Four Preps,Down By the Station,0.324,0.754,0.442,3,-15.178,1,0.0403,0,0.0634,0.971,118.641,172067,4,1960
0LZhlPswR8YgcJV09oQvg9,Forever,Various Artists,Music Enchanted Me,0.894,0.504,0.286,5,-9.904,1,0.0281,0.783,0.28,0.367,74.219,136373,4,1960
2Dw5HqiZdbIL3mHq0dWBrL,Image Of A Girl,Various Artists,Teen Idols Of The Past,0.739,0.186,0.371,2,-10.693,1,0.0369,0,0.0754,0.365,62.97,156720,4,1960
1KxnWLIsj61EWmZbH2A7KV,Kiddio,Brook Benton,Brook Benton - The Best of Brook Benton,0.779,0.796,0.258,3,-13.163,1,0.056,1.56E-05,0.165,0.713,112.356,153104,4,1960
2eRRz39GFils5PAGKaxA3V,Mission Bell,Donnie Brooks,Mission Bell,0.716,0.588,0.504,9,-7.737,1,0.0282,0,0.224,0.853,80.27,148613,4,1960
5ByR77vaqoXFHqkBG0DweN,I Love the Way You Love,Marv Johnson,Marv Johnson 25 Original Tracks (Remastered),0.696,0.742,0.778,7,-8.407,0,0.0727,0,0.27,0.897,134.807,158947,4,1960
0PA3mDYqvmpIGOJeccw71U,It's Time To Cry,Paul Anka et son orchestre,Diana,0.827,0.451,0.42,3,-8.348,1,0.028,8.51E-05,0.344,0.45,110.309,146733,3,1960
3ic8Aie35Q7XuzmODprc0Y,Tell Laura I Love Her,Ray Peterson,Goodnight My Love,0.741,0.515,0.358,4,-14.705,1,0.0409,0,0.191,0.291,102.342,178093,4,1960
5Qo6MOsOF17eBe5kRuYRMi,Mama,Connie Francis,Sings Italian Favorites,0.889,0.177,0.217,0,-11.12,1,0.0341,5.57E-05,0.346,0.11,81.316,237867,3,1960
0yM1uqEoDMZ4qzHEMfnvgb,Footsteps,Steve Lawrence,Footsteps,0.779,0.499,0.378,5,-14.889,1,0.0361,1.39E-06,0.711,0.654,147.597,127018,4,1960
5kWk5QBbhqGLoK3fOlCvA8,So Sad (To Watch Good Love Go Bad) - Remastered Version,The Everly Brothers,It's Everly Time,0.646,0.545,0.197,4,-16.743,1,0.0285,0,0.291,0.338,102.229,154400,4,1960
71kj6vbwfqjThqsDxhtYPE,That's All You Gotta Do,Brenda Lee,"Ultimate Collection, Vol. 1",0.381,0.587,0.65,1,-5.732,1,0.0283,1.01E-06,0.105,0.96,98.137,145480,4,1960
5I3hQNKjCwalENrab1SBtt,Walking To New Orleans - Remastered,Fats Domino,Greatest Hits: Walking To New Orleans,0.782,0.606,0.344,1,-9.944,1,0.0403,0,0.132,0.517,80.829,121213,4,1960
7uOJqs56WHDFrxQkEfVX3F,Among My Souvenirs,Connie Francis,The Collection,0.456,0.48,0.399,9,-6.954,1,0.0268,8.52E-06,0.136,0.582,108.934,149867,3,1960
0R8AELdcEW3HIb4QzpWZdR,Swingin' School,Bobby Rydell,Greatest Hits,0.554,0.528,0.756,5,-5.497,1,0.0328,0,0.086,0.967,150.364,135560,3,1960
701QMBPifGEACZoD2vFhmB,A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington,The Two Of Us,0.847,0.789,0.533,3,-10.637,1,0.048,2.24E-05,0.168,0.967,130.259,148227,4,1960
51PgB7XHoLwTRA4hUaqrqU,Stairway to Heaven - Remastered,Neil Sedaka,The Very Best Of Neil Sedaka,0.658,0.5,0.727,5,-7.531,1,0.0327,0,0.249,0.898,127.927,159773,4,1960
29o94oYvBeiqAxo5yq3n6H,My Home Town,Paul Anka,His Big 15 Plus 2,0.721,0.698,0.512,9,-10.782,1,0.0303,0,0.056,0.97,117.453,153445,4,1960
4PKRAcbN8aPrgzFe0kOxRx,Georgia On My Mind,Ray Charles,Georgia On My Mind,0.839,0.282,0.247,7,-11.838,1,0.0305,0,0.144,0.255,112.146,216613,5,1960
2ETLHOqU8mGVeewXR31WJr,Cherry Pie,Skip & Flip,The Best of Skip & Flip,0.597,0.469,0.255,10,-16.935,0,0.043,9.61E-06,0.1,0.475,86.039,138267,4,1960
27K3ZDS5B4fwjhwyihrdzC,(What A) Wonderful World - Remastered,Sam Cooke,The Wonderful World Of Sam Cooke (Remastered),0.734,0.524,0.543,11,-9.889,1,0.0397,0,0.275,0.877,128.091,125507,4,1960
66dq1YG0auwJN54rWMFfMj,Lady Luck,Lloyd Price,Mr Personality,0.331,0.566,0.742,0,-5.045,1,0.0321,0,0.218,0.822,122.893,135853,4,1960
4wx3anSO3E8O7oD4IHKqED,Step By Step,The Crests,Greatest Hits,0.873,0.283,0.7,0,-11.605,1,0.0756,0,0.179,0.896,200.632,149493,4,1960
75p0jmejcRVfMbS4FGL2uc,Happy Go Lucky Me,Paul Evans,Hear Paul Evans in Your Home Tonight,0.972,0.726,0.255,9,-17.036,1,0.0644,0.00133,0.309,0.785,95.461,114139,4,1960
1tuc39i6BfB04XeSnUVMgy,Young Emotions - Remastered,Ricky Nelson,More Songs By Ricky / Rick Is 21,0.371,0.511,0.222,7,-13.469,0,0.0333,3.74E-05,0.171,0.398,78.08,155200,4,1960
1hoW9l6bM81yP78Ca902az,Dreamin',Johnny Burnette,25 Greatest Hits,0.482,0.5,0.46,9,-11.041,1,0.0423,0,0.352,0.759,75.058,140160,4,1960
47NBXLVNoAP6nzPOICYfid,Poetry In Motion,Johnny Tillotson,25 All-Time Greatest Hits,0.415,0.483,0.708,8,-7.351,1,0.0328,0,0.0904,0.879,135.247,154467,4,1960
5X4gNAyzE9mawEupVGRsVU,O Dio Mio,Annette,"Italiannette: Rarity Music Pop, Vol. 245",0.513,0.39,0.486,5,-4.48,1,0.0343,0,0.431,0.38,115.806,167811,4,1960
6j4cO3gMhTuG9GTmdUX7op,You Talk Too Much,Joe Jones,You Talk Too Much - The Best Of,0.797,0.719,0.639,8,-9.229,1,0.0376,1.43E-05,0.075,0.727,128.272,152707,1,1960
0keSRaydiSOTh2g65Xsdv6,Beatnik Fly,Johnny & The Hurricanes,Greatest Hits,0.313,0.502,0.811,5,-9.409,1,0.0348,0.92,0.12,0.941,178.077,134773,4,1960
7DJ0MFT63UDe5gzD7VFYJ6,When Will I Be Loved,The Everly Brothers,Greatest and Original Hits,0.311,0.521,0.712,4,-4.44,1,0.0385,0,0.384,0.812,118.029,118773,4,1960
6MMCmTM5NY65MYgFHK3eQt,Let's Think About Living,Bob Luman,Livin' Lovin' Sounds,0.717,0.613,0.636,2,-13.398,1,0.0713,0,0.446,0.962,96.762,124800,4,1960
2SBQBV1atDy4tbEfGicT7u,Heartaches By The Number,Guy Mitchell,Heartaches By The Number,0.526,0.518,0.556,5,-13.264,1,0.0479,3.00E-06,0.0853,0.736,171.496,153902,4,1960
0LUWi58l0cfc9Gm2A8Wegw,In My Little Corner Of The World,Anita Bryant,The Very Best Of,0.845,0.483,0.321,11,-12.302,1,0.0281,1.58E-05,0.348,0.404,107.728,160080,4,1960
1uXopyJyRjXsjFtlAXhMd4,Doggin' Around,Jackie Wilson,Jackie Sings The Blues,0.801,0.568,0.367,5,-9.912,1,0.0256,1.67E-05,0.059,0.383,94.096,171840,3,1960
6SRkXiSwoU0SZnHlHV3FSG,Little Bitty Girl,Bobby Rydell,Greatest Hits,0.553,0.623,0.619,1,-6.19,1,0.0367,0,0.136,0.82,121.284,146947,4,1960
6OsefWNJtsWqO7myze1HEX,Money (That's What I Want) - Single Version / Mono,Barrett Strong,The Collection,0.349,0.656,0.813,5,-7.324,1,0.033,0,0.114,0.96,132.313,158493,4,1960
2aBHx4EybTCa54AgHlYZiO,Stay,Maurice Williams & The Zodiacs,Stay (Just A Little Bit Longer),0.838,0.521,0.765,8,-6.985,0,0.0685,1.61E-06,0.333,0.824,123.591,97507,4,1960
3BbRTP72BTojWE1hWN5bNf,Lonely Weekends,Charlie Rich,The Very Best of Charlie Rich - Lonely Weekends,0.723,0.41,0.836,5,-8.876,1,0.0975,0.000227,0.128,0.599,183.15,130080,4,1960
73YXXC5N6UKONVzdJUNQGg,Sandy,Various Artists,Totally Cool '60s: Lost Hits & Misses,0.636,0.359,0.414,0,-11.949,1,0.0339,0.00108,0.367,0.628,158.741,150680,4,1960
6l8EbYRtQMgKOyc1gcDHF9,Bridge Over Troubled Water,Simon & Garfunkel,Bridge Over Troubled Water,0.822,0.149,0.206,3,-13.888,1,0.0323,0.000649,0.115,0.264,79.764,293120,4,1970
50q2aUjWoTn6CJIfSPRJQA,(They Long To Be) Close To You,Carpenters,Close To You,0.707,0.533,0.245,8,-14.652,1,0.0326,4.21E-05,0.122,0.236,89.328,276000,4,1970
3LQPTJEqOfljGBxmpgUnoC,American Woman,The Guess Who,American Woman,0.146,0.55,0.726,2,-8.51,1,0.0516,0.00608,0.428,0.37,92.697,307493,4,1970
0zRtBDhwtIFTfoK2HuURbM,Raindrops Keep Fallin' On My Head,B.J. Thomas,Raindrops Keep Fallin' On My Head,0.813,0.519,0.446,5,-9.287,1,0.0388,0.000124,0.11,0.654,104.962,184493,4,1970
4ZEEcEMGjkWOfZNBcIB9yE,War,Edwin Starr,War And Peace,0.0939,0.59,0.671,1,-12.484,1,0.154,0,0.248,0.736,109.333,200267,4,1970
1KbuhBnzMHp4eq1q6flhWd,Ain't No Mountain High Enough,Diana Ross,Diamond Diana: The Legacy Collection,0.191,0.393,0.792,8,-5.076,1,0.0448,0.00364,0.376,0.379,98.757,215200,4,1970
5RdhBLmB4DyFHLglRrfx63,I'll Be There,The Jackson 5,Third Album,0.593,0.51,0.515,5,-7.247,1,0.0253,1.24E-06,0.654,0.331,93.212,237760,4,1970
6pN3ra1mEPtjFsdCvDDHW3,Get Ready,Rare Earth,Get Ready,0.00283,0.413,0.869,0,-5.843,1,0.0441,0.529,0.827,0.65,127.355,1292293,4,1970
4qsVPnhbvEooD1bSNqvvh0,Let It Be - Remastered 2015,The Beatles,1 (Remastered),0.58,0.445,0.436,0,-8.536,1,0.0332,2.63E-05,0.112,0.483,139.848,230440,4,1970
0YgoNapnyIXuruBrzvoCSu,Band Of Gold - Re-Record,Freda Payne,Band Of Gold (Remix),0.451,0.631,0.746,7,-5.439,1,0.0277,0,0.424,0.93,108.875,182533,4,1970
2BeWu1tKn27ZVBEkPNIi0v,Joy To The World - Single Version,Three Dog Night,Three Dog Night - The Complete Hit Singles,0.203,0.659,0.848,2,-7.589,1,0.0315,0.000324,0.543,0.974,129.118,195533,4,1970
1r3kj1yMff7ilIsR7hpvUo,Maggie May - Remastered Version,Rod Stewart,The Definitive Rod Stewart,0.717,0.62,0.559,2,-10.568,1,0.0369,0.433,0.133,0.527,129.401,345680,4,1970
667fAkQXp8cSrPTE4mMfcy,Reason To Believe,Rod Stewart,The Definitive Collection - 1969-1978,0.695,0.346,0.62,7,-9.778,1,0.0444,0.000733,0.217,0.435,138.043,248920,4,1970
12q3V8ShACq2PSWINMc2rC,It's Too Late,Carole King,Tapestry,0.498,0.45,0.441,9,-12.718,0,0.0352,0.00562,0.133,0.811,208.282,233173,4,1970
1BWsOxeMx83OrKGCV4gxly,I Feel the Earth Move,Carole King,Tapestry,0.648,0.711,0.576,7,-8.784,0,0.0305,0.00226,0.0528,0.645,120.116,178560,4,1970
50UoJUrslRVqG0cg6uboyn,One Bad Apple,The Osmonds,Osmonds,0.382,0.6,0.567,0,-7.163,1,0.0398,0,0.213,0.92,101.041,164973,4,1970
1jy0RbDHyBMTupSdc98XbG,How Can You Mend A Broken Heart,Bee Gees,Trafalgar,0.548,0.335,0.262,4,-13.832,1,0.0393,0,0.0971,0.203,68.82,237827,4,1970
3mDOHVY9MWZOTODSNF5GBj,Indian Reservation (The Lament of the Cherokee Reservation Indian),Paul Revere & The Raiders,Indian Reservation,0.284,0.639,0.385,2,-13.253,1,0.0759,0.00193,0.0873,0.209,131.714,171933,4,1970
6SvOdNsEfi7EDB0oFtH3YG,Go Away Little Girl,Donny Osmond,"To You With Love, Donny",0.72,0.302,0.521,7,-5.391,1,0.0354,4.74E-06,0.123,0.364,101.814,150600,4,1970
